Entry	Entry Name	Protein families
A0A059UC67	A0A059UC67_PORAS	Alpha-carbonic anhydrase family
A0A059UDA6	A0A059UDA6_FAVFR	Alpha-carbonic anhydrase family
A0A059UDC2	A0A059UDC2_9CNID	Alpha-carbonic anhydrase family
A0A059UDC6	A0A059UDC6_9CNID	Alpha-carbonic anhydrase family
A0A059UGL3	A0A059UGL3_9CNID	Alpha-carbonic anhydrase family
A0A059UGN0	A0A059UGN0_PORAS	Alpha-carbonic anhydrase family
A0A059UH03	A0A059UH03_COLNT	Alpha-carbonic anhydrase family
A0A059UH46	A0A059UH46_PORAS	Alpha-carbonic anhydrase family
A0A059V848	A0A059V848_9CNID	Complex I subunit 4L family
A0A059VAG5	A0A059VAG5_9CNID	Complex I subunit 4L family
A0A089QH87	A0A089QH87_AGAFR	Complex I subunit 4L family
A0A096XCV7	A0A096XCV7_9CNID	Complex I subunit 4L family
A0A0A6Z4T5	A0A0A6Z4T5_TUBCO	Complex I subunit 4L family
A0A0A6Z4W5	A0A0A6Z4W5_9CNID	Complex I subunit 4L family
A0A0A7DWR6	A0A0A7DWR6_9CNID	Complex I subunit 4L family
A0A0A7DWR9	A0A0A7DWR9_9CNID	Complex I subunit 4L family
A0A0A7DWS0	A0A0A7DWS0_9CNID	Complex I subunit 4L family
A0A0A7DWY9	A0A0A7DWY9_9CNID	Complex I subunit 4L family
A0A0A8K7W6	A0A0A8K7W6_9CNID	DAN family
A0A0B4R6Z5	A0A0B4R6Z5_9CNID	Complex I subunit 4L family
A0A0B4R787	A0A0B4R787_NARHA	Complex I subunit 4L family
A0A0B4R793	A0A0B4R793_9CNID	Complex I subunit 4L family
A0A0B4R7I6	A0A0B4R7I6_9CNID	Complex I subunit 4L family
A0A0C2JZ59	A0A0C2JZ59_THEKT	DHHC palmitoyltransferase family
A0A0C2M8G0	A0A0C2M8G0_THEKT	VPS36 family
A0A0C2NB93	A0A0C2NB93_THEKT	Methyltransferase superfamily, Trimethylguanosine synthase family
A0A0C5AV62	A0A0C5AV62_9CNID	Complex I subunit 6 family
A0A0C5AXK7	A0A0C5AXK7_9CNID	Complex I subunit 6 family
A0A0C5B0E5	A0A0C5B0E5_9CNID	Complex I subunit 6 family
A0A0C5B0F3	A0A0C5B0F3_9CNID	Complex I subunit 6 family
A0A0C5B0H3	A0A0C5B0H3_9CNID	Complex I subunit 6 family
A0A0C5BAJ4	A0A0C5BAJ4_9CNID	Complex I subunit 6 family
A0A0E4BA85	A0A0E4BA85_9CNID	Complex I subunit 4L family
A0A0E4FKR9	A0A0E4FKR9_9CNID	Complex I subunit 4L family
A0A0F6XQW0	A0A0F6XQW0_AMPFE	Complex I subunit 4L family
A0A0F6XQX3	A0A0F6XQX3_9CNID	Complex I subunit 4L family
A0A0F7BI58	A0A0F7BI58_9CNID	Complex I subunit 4L family
A0A0F7BI60	A0A0F7BI60_9CNID	Complex I subunit 4L family
A0A0F7BIB5	A0A0F7BIB5_CORYC	Complex I subunit 4L family
A0A0F7BIC1	A0A0F7BIC1_9CNID	Complex I subunit 4L family
A0A0F7BID0	A0A0F7BID0_9CNID	Complex I subunit 4L family
A0A0F7DXA6	A0A0F7DXA6_9CNID	Complex I subunit 4L family
A0A0G2QNA8	A0A0G2QNA8_ISIAR	Complex I subunit 4L family
A0A0H5APH4	A0A0H5APH4_HYDVU	Complex I subunit 4L family
A0A0H5AS83	A0A0H5AS83_HYDVU	Complex I subunit 4L family
A0A0H5AU40	A0A0H5AU40_HYDVU	Complex I subunit 4L family
A0A0H5B9F5	A0A0H5B9F5_HYDVU	Complex I subunit 4L family
A0A0H5B9G1	A0A0H5B9G1_HYDVU	Complex I subunit 4L family
A0A0H5DNL2	A0A0H5DNL2_9CNID	Complex I subunit 4L family
A0A0K0K7C2	A0A0K0K7C2_9CNID	Complex I subunit 4L family
A0A0N6WZR4	A0A0N6WZR4_9CNID	Cytochrome c oxidase subunit 3 family
A0A0N7AVN1	A0A0N7AVN1_POCDA	ATPase A chain family
A0A0N7AWB5	A0A0N7AWB5_POCDA	ATPase A chain family
A0A0N7EIQ7	A0A0N7EIQ7_9CNID	Cytochrome c oxidase subunit 3 family
A0A0N9E040	A0A0N9E040_9CNID	Cytochrome c oxidase subunit 3 family
A0A0P0E7I7	A0A0P0E7I7_9CNID	Paired homeobox family, Bicoid subfamily
A0A0R5STC9	A0A0R5STC9_9CNID	Complex I subunit 4L family
A0A0R5STD6	A0A0R5STD6_9CNID	Complex I subunit 4L family
A0A0R5STG0	A0A0R5STG0_9CNID	Complex I subunit 4L family
A0A0R5STG7	A0A0R5STG7_9CNID	Complex I subunit 4L family
A0A0R5STG8	A0A0R5STG8_9CNID	Complex I subunit 4L family
A0A0R5STH2	A0A0R5STH2_9CNID	Complex I subunit 4L family
A0A0R5STI3	A0A0R5STI3_9CNID	Complex I subunit 4L family
A0A0R5STK1	A0A0R5STK1_9CNID	Complex I subunit 4L family
A0A0R5STK9	A0A0R5STK9_9CNID	Complex I subunit 4L family
A0A0S1M151	A0A0S1M151_ANESU	Actinoporin family, Sea anemone subfamily
A0A0S1M163	A0A0S1M163_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M169	A0A0S1M169_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M170	A0A0S1M170_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M172	A0A0S1M172_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M174	A0A0S1M174_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M175	A0A0S1M175_ANESU	Sea anemone sodium channel inhibitory toxin family, Type I subfamily
A0A0S1M180	A0A0S1M180_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M185	A0A0S1M185_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M186	A0A0S1M186_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M188	A0A0S1M188_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M189	A0A0S1M189_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M190	A0A0S1M190_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M192	A0A0S1M192_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M193	A0A0S1M193_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M194	A0A0S1M194_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M195	A0A0S1M195_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M196	A0A0S1M196_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M197	A0A0S1M197_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M198	A0A0S1M198_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M199	A0A0S1M199_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M1A2	A0A0S1M1A2_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M1A4	A0A0S1M1A4_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M1A6	A0A0S1M1A6_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S1M1B5	A0A0S1M1B5_ANESU	Sea anemone type 3 (BDS) potassium channel toxin family
A0A0S2IAE8	A0A0S2IAE8_9CNID	Complex I subunit 4L family
A0A0S2IAL0	A0A0S2IAL0_9CNID	Complex I subunit 4L family
A0A0S2IAN6	A0A0S2IAN6_9CNID	Complex I subunit 4L family
A0A0S2IAR6	A0A0S2IAR6_9CNID	Complex I subunit 4L family
A0A0S2IAT2	A0A0S2IAT2_9CNID	Complex I subunit 4L family
A0A0S2IAU8	A0A0S2IAU8_9CNID	Complex I subunit 4L family
A0A0S2IAZ7	A0A0S2IAZ7_9CNID	Complex I subunit 4L family
A0A0S2IB01	A0A0S2IB01_9CNID	Complex I subunit 4L family
A0A0S2IB09	A0A0S2IB09_9CNID	Complex I subunit 4L family
A0A0S2IB35	A0A0S2IB35_9CNID	Complex I subunit 4L family
A0A0S2IB63	A0A0S2IB63_9CNID	Complex I subunit 4L family
A0A0S2IB82	A0A0S2IB82_9CNID	Complex I subunit 4L family
A0A0S2IBB7	A0A0S2IBB7_9CNID	Complex I subunit 4L family
A0A0S2IBC9	A0A0S2IBC9_9CNID	Complex I subunit 4L family
A0A0S2IBE9	A0A0S2IBE9_9CNID	Complex I subunit 4L family
A0A0S2IBG3	A0A0S2IBG3_9CNID	Complex I subunit 4L family
A0A0S2IBG9	A0A0S2IBG9_9CNID	Complex I subunit 4L family
A0A0S2IBK0	A0A0S2IBK0_9CNID	Complex I subunit 4L family
A0A0S4LZ59	A0A0S4LZ59_PODCA	Complex I subunit 4L family
A0A0S4LZ91	A0A0S4LZ91_9CNID	Complex I subunit 4 family
A0A0S4LZN7	A0A0S4LZN7_HYDSY	Complex I subunit 4L family
A0A0S4M0M9	A0A0S4M0M9_9CNID	Complex I subunit 4L family
A0A0S4M1A3	A0A0S4M1A3_CRASO	Complex I subunit 4L family
A0A0S4M266	A0A0S4M266_9CNID	Complex I subunit 4L family
A0A0U1WPT3	A0A0U1WPT3_DUNPE	Complex I subunit 4L family
A0A0U1XMW4	A0A0U1XMW4_SOLVA	Complex I subunit 4L family
A0A0U1YX80	A0A0U1YX80_9CNID	Complex I subunit 4L family
A0A0U1YZS2	A0A0U1YZS2_PAVDE	Complex I subunit 4L family
A0A0U1YZX2	A0A0U1YZX2_9CNID	Complex I subunit 4L family
A0A0U2DUJ3	A0A0U2DUJ3_9CNID	Complex I subunit 4L family
A0A0U2E1L2	A0A0U2E1L2_9CNID	Complex I subunit 4L family
A0A0U2E1M8	A0A0U2E1M8_9CNID	Complex I subunit 4L family
A0A0U2E1T2	A0A0U2E1T2_9CNID	Complex I subunit 4L family
A0A0U2E381	A0A0U2E381_ALISA	Complex I subunit 4L family
A0A0U2E3E8	A0A0U2E3E8_9CNID	Complex I subunit 4L family
A0A0U2E3G6	A0A0U2E3G6_PHYCF	Complex I subunit 4L family
A0A0U2E403	A0A0U2E403_9CNID	Complex I subunit 4L family
A0A0U2E489	A0A0U2E489_ANTAC	Complex I subunit 4L family
A0A0U2E4G0	A0A0U2E4G0_9CNID	Complex I subunit 4L family
A0A0U2VZ84	A0A0U2VZ84_9CNID	Complex I subunit 4L family
A0A131IG75	A0A131IG75_MURCR	Complex I subunit 4L family
A0A140D2J8	A0A140D2J8_9CNID	Complex I subunit 4L family
A0A140KVN9	A0A140KVN9_MURPU	Complex I subunit 4L family
A0A142I2E2	A0A142I2E2_9CNID	Histone H3 family
A0A173FZP9	A0A173FZP9_HALAN	Complex I subunit 4L family
A0A173GU31	A0A173GU31_9CNID	Complex I subunit 4L family
A0A190F6I1	A0A190F6I1_9CNID	ATPase A chain family
A0A191MCP7	A0A191MCP7_9CNID	ATPase A chain family
A0A1B0TFW2	A0A1B0TFW2_9CNID	Complex I subunit 4L family
A0A1D6XXE0	A0A1D6XXE0_9CNID	ATPase A chain family
A0A1L2K671	A0A1L2K671_9CNID	Complex I subunit 4L family
A0A1U9AD61	A0A1U9AD61_DESDI	Complex I subunit 4L family
A0A1U9AD78	A0A1U9AD78_DESDI	Complex I subunit 4L family
A0A1V0D8K7	A0A1V0D8K7_9CNID	Complex I subunit 4L family
A0A1V0PLM8	A0A1V0PLM8_POCDA	ATPase A chain family
A0A1V0PLP8	A0A1V0PLP8_POCDA	ATPase A chain family
A0A1W5YJH7	A0A1W5YJH7_FAVPE	Complex I subunit 4L family
A0A1X6QS04	A0A1X6QS04_PARCT	Complex I subunit 4L family
A0A1X6QS20	A0A1X6QS20_9CNID	Complex I subunit 4L family
A0A220IBU0	A0A220IBU0_9CNID	ATPase A chain family
A0A220ICS9	A0A220ICS9_9CNID	ATPase A chain family
A0A221KPY4	A0A221KPY4_9CNID	Complex I subunit 4L family
A0A221KPZ2	A0A221KPZ2_9CNID	Complex I subunit 4L family
A0A222YUZ2	A0A222YUZ2_9CNID	Complex I subunit 4L family
A0A223FWW5	A0A223FWW5_9CNID	Complex I subunit 4L family
A0A223FWX2	A0A223FWX2_9CNID	Complex I subunit 4L family
A0A223FWZ5	A0A223FWZ5_9CNID	Complex I subunit 4L family
A0A223FX03	A0A223FX03_9CNID	Complex I subunit 4L family
A0A223HBT0	A0A223HBT0_9CNID	Histone H4 family
A0A223HC43	A0A223HC43_PORCO	Histone H4 family
A0A223HCA9	A0A223HCA9_9CNID	Histone H4 family
A0A223HCL2	A0A223HCL2_9CNID	Histone H4 family
A0A223HCM8	A0A223HCM8_9CNID	Histone H4 family
A0A248SNL1	A0A248SNL1_9CNID	Complex I subunit 4L family
A0A248SNL2	A0A248SNL2_9CNID	Complex I subunit 6 family
A0A248SNL6	A0A248SNL6_9CNID	Complex I subunit 4L family
A0A248SNL8	A0A248SNL8_9CNID	Complex I subunit 1 family
A0A248SNM3	A0A248SNM3_9CNID	Complex I subunit 1 family
A0A248SNM5	A0A248SNM5_9CNID	Complex I subunit 1 family
A0A248SNN6	A0A248SNN6_9CNID	Complex I subunit 1 family
A0A248SNN9	A0A248SNN9_9CNID	Complex I subunit 1 family
A0A248SNP5	A0A248SNP5_9CNID	Complex I subunit 4L family
A0A248SNP9	A0A248SNP9_ISIAR	Complex I subunit 4L family
A0A248SNQ4	A0A248SNQ4_9CNID	Cytochrome c oxidase subunit 2 family
A0A248SNQ7	A0A248SNQ7_9CNID	Complex I subunit 4L family
A0A248SNQ9	A0A248SNQ9_9CNID	Complex I subunit 4L family
A0A248SNR0	A0A248SNR0_ISIAR	Complex I subunit 1 family
A0A248SNS2	A0A248SNS2_9CNID	Complex I subunit 4L family
A0A248SNS4	A0A248SNS4_9CNID	Cytochrome c oxidase subunit 2 family
A0A248SNT8	A0A248SNT8_9CNID	Complex I subunit 3 family
A0A248SNU0	A0A248SNU0_9CNID	Cytochrome c oxidase subunit 3 family
A0A248SNU2	A0A248SNU2_9CNID	Cytochrome c oxidase subunit 2 family
A0A248SNU7	A0A248SNU7_9CNID	Complex I subunit 4L family
A0A248SNU8	A0A248SNU8_9CNID	Cytochrome c oxidase subunit 3 family
A0A248SNV1	A0A248SNV1_9CNID	Cytochrome c oxidase subunit 3 family
A0A248SNV4	A0A248SNV4_9CNID	Complex I subunit 3 family
A0A248SNV5	A0A248SNV5_9CNID	
A0A248SNV7	A0A248SNV7_9CNID	Complex I subunit 3 family
A0A248SNW5	A0A248SNW5_9CNID	Cytochrome c oxidase subunit 3 family
A0A248SNW7	A0A248SNW7_9CNID	Complex I subunit 3 family
A0A248SNX0	A0A248SNX0_9CNID	
A0A248SNX4	A0A248SNX4_ISIAR	Complex I subunit 3 family
A0A248SNX8	A0A248SNX8_9CNID	Complex I subunit 3 family
A0A248SP02	A0A248SP02_ISIAR	
A0A291NWK7	A0A291NWK7_9CNID	Complex I subunit 4L family
A0A291NWR7	A0A291NWR7_9CNID	Complex I subunit 4L family
A0A291NWS0	A0A291NWS0_9CNID	Complex I subunit 4L family
A0A291NWT2	A0A291NWT2_ISIAR	Complex I subunit 4L family
A0A291NWV6	A0A291NWV6_ISIAR	Complex I subunit 4L family
A0A291NWW7	A0A291NWW7_9CNID	Complex I subunit 4L family
A0A291NWY0	A0A291NWY0_9CNID	Complex I subunit 4L family
A0A291NWY1	A0A291NWY1_9CNID	Complex I subunit 4L family
A0A291NWZ1	A0A291NWZ1_9CNID	Complex I subunit 4L family
A0A291NX06	A0A291NX06_9CNID	Complex I subunit 4L family
A0A2B4R4P3	A0A2B4R4P3_STYPI	Phage and mitochondrial RNA polymerase family
A0A2B4RBV5	A0A2B4RBV5_STYPI	APC13 family
A0A2B4RBY9	A0A2B4RBY9_STYPI	DPM3 family
A0A2B4REK6	A0A2B4REK6_STYPI	CKS family
A0A2B4RF14	A0A2B4RF14_STYPI	SRP9 family
A0A2B4RJE5	A0A2B4RJE5_STYPI	Histone H2A family
A0A2B4RJT2	A0A2B4RJT2_STYPI	GAMAD family
A0A2B4RKG6	A0A2B4RKG6_STYPI	SnRNP Sm proteins family
A0A2B4RQA6	A0A2B4RQA6_STYPI	SnRNP Sm proteins family
A0A2B4RR71	A0A2B4RR71_STYPI	YOS1 family
A0A2B4RVI3	A0A2B4RVI3_STYPI	
A0A2B4RW13	A0A2B4RW13_STYPI	Complex I NDUFS5 subunit family
A0A2B4RX14	A0A2B4RX14_STYPI	V-ATPase G subunit family
A0A2B4RYK6	A0A2B4RYK6_STYPI	Eukaryotic ribosomal protein eS27 family
A0A2B4RZV2	A0A2B4RZV2_STYPI	LAMTOR5 family
A0A2B4S164	A0A2B4S164_STYPI	ATX1 family
A0A2B4S1K2	A0A2B4S1K2_STYPI	SnRNP Sm proteins family
A0A2B4S5F6	A0A2B4S5F6_STYPI	CEP19 family
A0A2B4S5J8	A0A2B4S5J8_STYPI	DPH3 family
A0A2B4S605	A0A2B4S605_STYPI	DPM2 family
A0A2B4S649	A0A2B4S649_STYPI	DSS1/SEM1 family
A0A2B4S6A4	A0A2B4S6A4_STYPI	SnRNP Sm proteins family
A0A2B4S7F8	A0A2B4S7F8_STYPI	Archaeal Rpo10/eukaryotic RPB10 RNA polymerase subunit family
A0A2B4S7M8	A0A2B4S7M8_STYPI	MsrB Met sulfoxide reductase family
A0A2B4SAI1	A0A2B4SAI1_STYPI	Small Tim family
A0A2B4SCT7	A0A2B4SCT7_STYPI	Dynein light chain family
A0A2B4SE53	A0A2B4SE53_STYPI	GFRP family
A0A2B4SG91	A0A2B4SG91_STYPI	CENP-X/MHF2 family
A0A2B4SHU2	A0A2B4SHU2_STYPI	SnRNP Sm proteins family
A0A2B4SJ45	A0A2B4SJ45_STYPI	Small Tim family
A0A2B4SLB4	A0A2B4SLB4_STYPI	SPTSS family, SPTSSA subfamily
A0A2B4SM71	A0A2B4SM71_STYPI	TBCA family
A0A2B4SPI4	A0A2B4SPI4_STYPI	ELOF1 family
A0A2B4SPS6	A0A2B4SPS6_STYPI	GroES chaperonin family
A0A2B4SQT8	A0A2B4SQT8_STYPI	Small Tim family
A0A2B4SQW7	A0A2B4SQW7_STYPI	G protein gamma family
A0A2B4SRF4	A0A2B4SRF4_STYPI	GAMAD family; LAMTOR4 family
A0A2B4SUK2	A0A2B4SUK2_STYPI	TFB5 family
A0A2B4SVT4	A0A2B4SVT4_STYPI	CENP-W/WIP1 family
A0A2B4SWK6	A0A2B4SWK6_STYPI	UFM1 family
A0A2B4SWN6	A0A2B4SWN6_STYPI	GAMAD family
A0A2H4P6A6	A0A2H4P6A6_9CNID	Heme-copper respiratory oxidase family
A0A2K8FR48	A0A2K8FR48_9CNID	
A0A2L0WQY3	A0A2L0WQY3_ANEVI	Complex I subunit 4L family
A0A2L0WR03	A0A2L0WR03_ANEMA	Complex I subunit 4L family
A0A2U7NHH6	A0A2U7NHH6_9CNID	Complex I subunit 4L family
A0A2Z1FC39	A0A2Z1FC39_GALFS	Complex I subunit 4L family
A0A2Z1FIR8	A0A2Z1FIR8_PORLU	Complex I subunit 4L family
A0A2Z1P4L6	A0A2Z1P4L6_9CNID	Complex I subunit 4L family
A0A2Z2DWK7	A0A2Z2DWK7_BUNCV	Actinoporin family, Sea anemone subfamily
A0A2Z2DZ39	A0A2Z2DZ39_EXADI	Actinoporin family, Sea anemone subfamily
A0A2Z2E0Y7	A0A2Z2E0Y7_RADCR	Actinoporin family, Sea anemone subfamily
A0A2Z2E329	A0A2Z2E329_ACTEQ	Actinoporin family, Sea anemone subfamily
A0A2Z2E5T3	A0A2Z2E5T3_RADCR	Actinoporin family, Sea anemone subfamily
A0A2Z2EAB9	A0A2Z2EAB9_BUNCV	Actinoporin family, Sea anemone subfamily
A0A2Z2EAF7	A0A2Z2EAF7_METSE	Actinoporin family, Sea anemone subfamily
A0A2Z2EAG6	A0A2Z2EAG6_SAGRO	Actinoporin family, Sea anemone subfamily
A0A336UU71	A0A336UU71_ACTEQ	Actinoporin family, Sea anemone subfamily
A0A336UU72	A0A336UU72_9CNID	Actinoporin family, Sea anemone subfamily
A0A336UU77	A0A336UU77_RADCR	Actinoporin family, Sea anemone subfamily
A0A336UU80	A0A336UU80_METSE	Actinoporin family, Sea anemone subfamily
A0A336UU82	A0A336UU82_SAGRO	Actinoporin family, Sea anemone subfamily
A0A342YVH5	A0A342YVH5_9CNID	Complex I subunit 4L family
A0A343FMZ0	A0A343FMZ0_9CNID	Complex I subunit 4L family
A0A343IT51	A0A343IT51_9CNID	Complex I subunit 4L family
A0A343IT65	A0A343IT65_9CNID	Complex I subunit 4L family
A0A343IT79	A0A343IT79_9CNID	Complex I subunit 4L family
A0A343IT93	A0A343IT93_9CNID	Complex I subunit 4L family
A0A343ITA7	A0A343ITA7_EUNCA	Complex I subunit 4L family
A0A343ITC1	A0A343ITC1_9CNID	Complex I subunit 4L family
A0A343J699	A0A343J699_9CNID	Complex I subunit 4L family
A0A343UZS4	A0A343UZS4_9CNID	Complex I subunit 4L family
A0A343UZT8	A0A343UZT8_9CNID	Complex I subunit 4L family
A0A343VTM2	A0A343VTM2_CYANO	Complex I subunit 4L family
A0A345D099	A0A345D099_9CNID	Complex I subunit 3 family
A0A345D0C3	A0A345D0C3_9CNID	Complex I subunit 3 family
A0A345D0C5	A0A345D0C5_9CNID	Complex I subunit 3 family
A0A345D0C7	A0A345D0C7_9CNID	Complex I subunit 3 family
A0A345D0C9	A0A345D0C9_9CNID	Complex I subunit 3 family
A0A345D0D1	A0A345D0D1_9CNID	Complex I subunit 3 family
A0A345D0D3	A0A345D0D3_9CNID	Complex I subunit 3 family
A0A345D0D7	A0A345D0D7_9CNID	Complex I subunit 3 family
A0A345D0D9	A0A345D0D9_9CNID	Complex I subunit 3 family
A0A345D0E1	A0A345D0E1_9CNID	Complex I subunit 3 family
A0A345D0E3	A0A345D0E3_9CNID	Complex I subunit 3 family
A0A345D0E5	A0A345D0E5_9CNID	Complex I subunit 3 family
A0A345D0E7	A0A345D0E7_9CNID	Complex I subunit 3 family
A0A345D0E9	A0A345D0E9_9CNID	Complex I subunit 3 family
A0A345D0F1	A0A345D0F1_9CNID	Complex I subunit 3 family
A0A345D0F3	A0A345D0F3_9CNID	Complex I subunit 3 family
A0A345D0F5	A0A345D0F5_9CNID	Complex I subunit 3 family
A0A345D0F7	A0A345D0F7_9CNID	Complex I subunit 3 family
A0A345D0F9	A0A345D0F9_9CNID	Complex I subunit 3 family
A0A345D0G1	A0A345D0G1_9CNID	Complex I subunit 3 family
A0A345D0G3	A0A345D0G3_9CNID	Complex I subunit 3 family
A0A345D0G5	A0A345D0G5_9CNID	Complex I subunit 3 family
A0A345D0G7	A0A345D0G7_9CNID	Complex I subunit 3 family
A0A345D0G9	A0A345D0G9_9CNID	Complex I subunit 3 family
A0A345D0H1	A0A345D0H1_LOBHE	Complex I subunit 3 family
A0A345D0H3	A0A345D0H3_9CNID	Complex I subunit 3 family
A0A345D0H5	A0A345D0H5_9CNID	Complex I subunit 3 family
A0A345D0H7	A0A345D0H7_9CNID	Complex I subunit 3 family
A0A345D0H9	A0A345D0H9_9CNID	Complex I subunit 3 family
A0A345D0I1	A0A345D0I1_9CNID	Complex I subunit 3 family
A0A345D0I3	A0A345D0I3_9CNID	Complex I subunit 3 family
A0A345D0I5	A0A345D0I5_9CNID	Complex I subunit 3 family
A0A345D0I7	A0A345D0I7_9CNID	Complex I subunit 3 family
A0A345D0I9	A0A345D0I9_9CNID	Complex I subunit 3 family
A0A345D0J1	A0A345D0J1_9CNID	Complex I subunit 3 family
A0A345D0J3	A0A345D0J3_9CNID	Complex I subunit 3 family
A0A345D0J5	A0A345D0J5_9CNID	Complex I subunit 3 family
A0A345D0J7	A0A345D0J7_9CNID	Complex I subunit 3 family
A0A345D0J9	A0A345D0J9_9CNID	Complex I subunit 3 family
A0A345D0K1	A0A345D0K1_9CNID	Complex I subunit 3 family
A0A345D0K3	A0A345D0K3_9CNID	Complex I subunit 3 family
A0A345D0K5	A0A345D0K5_9CNID	Complex I subunit 3 family
A0A345D0K7	A0A345D0K7_9CNID	Complex I subunit 3 family
A0A345D0K9	A0A345D0K9_9CNID	Complex I subunit 3 family
A0A345D0L1	A0A345D0L1_9CNID	Complex I subunit 3 family
A0A346RTZ0	A0A346RTZ0_9CNID	
A0A385CCD4	A0A385CCD4_9CNID	Complex I subunit 4L family
A0A3G1DKX2	A0A3G1DKX2_9CNID	Complex I subunit 4L family
A0A3G2R0A8	A0A3G2R0A8_MONEF	Complex I subunit 4L family
A0A3G2R0P3	A0A3G2R0P3_9CNID	Complex I subunit 4L family
A0A3G3LM71	A0A3G3LM71_ACTEQ	Complex I subunit 4L family
A0A3G3LM80	A0A3G3LM80_ACTEQ	Cytochrome c oxidase subunit 3 family
A0A3G3LM81	A0A3G3LM81_ACTEQ	Cytochrome c oxidase subunit 3 family
A0A3G3LMA5	A0A3G3LMA5_ACTEQ	Complex I subunit 4L family
A0A3G5AW34	A0A3G5AW34_9CNID	Complex I subunit 4L family
A0A3M6T4N0	A0A3M6T4N0_POCDA	G protein gamma family
A0A3M6T748	A0A3M6T748_POCDA	ARPC5 family
A0A3M6T9R9	A0A3M6T9R9_POCDA	SPCS1 family
A0A3M6T9Z4	A0A3M6T9Z4_POCDA	Cytochrome P450 family
A0A3M6TAE8	A0A3M6TAE8_POCDA	Small Tim family
A0A3M6TAJ3	A0A3M6TAJ3_POCDA	SMDT1/EMRE family
A0A3M6TBN4	A0A3M6TBN4_POCDA	AdoMet synthase family
A0A3M6TBX6	A0A3M6TBX6_POCDA	Eukaryotic ribosomal protein eS27 family
A0A3M6TC90	A0A3M6TC90_POCDA	SRP9 family
A0A3M6TCM8	A0A3M6TCM8_POCDA	Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit family
A0A3M6TD51	A0A3M6TD51_POCDA	
A0A3M6TDB7	A0A3M6TDB7_POCDA	
A0A3M6TF57	A0A3M6TF57_POCDA	
A0A3M6TG99	A0A3M6TG99_POCDA	TFB5 family
A0A3M6TGP6	A0A3M6TGP6_POCDA	G protein gamma family
A0A3M6TIK3	A0A3M6TIK3_POCDA	BRK1 family
A0A3M6TIX4	A0A3M6TIX4_POCDA	SnRNP Sm proteins family
A0A3M6TKN2	A0A3M6TKN2_POCDA	SnRNP Sm proteins family
A0A3M6TKR2	A0A3M6TKR2_POCDA	RAMP4 family
A0A3M6TLF1	A0A3M6TLF1_POCDA	
A0A3M6TLK3	A0A3M6TLK3_POCDA	DSS1/SEM1 family
A0A3M6TLS0	A0A3M6TLS0_POCDA	
A0A3M6TLY6	A0A3M6TLY6_POCDA	PRP38 family
A0A3M6TNG6	A0A3M6TNG6_POCDA	GAMAD family; LAMTOR4 family
A0A3M6TNY3	A0A3M6TNY3_POCDA	Small Tim family
A0A3M6TQF8	A0A3M6TQF8_POCDA	OSTC family
A0A3M6TRJ7	A0A3M6TRJ7_POCDA	ELOF1 family
